"store_id","product_brand","sale_revenue","returned_revenue","return_rate"
12,"Cormorant","1825.82","11.29","0.62"
3,"Excel","346.15","2.13","0.62"
10,"Skinner","328.67","2.01","0.61"
15,"Landslide","1886.81","11.58","0.61"
10,"Musial","271.88","1.66","0.61"
21,"Faux Products","1014.04","6.20","0.61"
6,"Booker","1167.08","7.16","0.61"
10,"Ebony","1587.84","9.64","0.61"
21,"Monarch","297.45","1.80","0.61"
10,"Portsmouth","470.16","2.87","0.61"
1,"Atomic","205.73","1.25","0.61"
8,"Even Better","1100.73","6.75","0.61"
13,"Faux Products","1838.97","11.20","0.61"
13,"Atomic","736.66","4.48","0.61"
7,"CDR","1961.93","11.99","0.61"
21,"Super","1383.79","8.50","0.61"
19,"Johnson","124.67","0.76","0.61"
13,"Shady Lake","551.31","3.39","0.61"
21,"Gulf Coast","575.36","3.43","0.60"
20,"Just Right","332.99","1.99","0.60"
3,"Top Measure","363.97","2.20","0.60"
17,"Carlson","2332.13","13.92","0.60"
13,"Washington","939.70","5.67","0.60"
15,"Golden","2176.18","13.04","0.60"
23,"Carrington","962.94","5.79","0.60"
10,"Pearl","217.85","1.30","0.60"
15,"Good","546.86","3.28","0.60"
7,"Even Better","1360.70","8.12","0.60"
24,"Fabulous","830.64","4.98","0.60"
15,"Special","485.56","2.91","0.60"
17,"Red Spade","1631.89","9.82","0.60"
6,"Shady Lake","445.19","2.67","0.60"
16,"Portsmouth","633.61","3.78","0.60"
19,"Pearl","328.20","1.92","0.59"
4,"Consolidated","663.63","3.91","0.59"
8,"BBB Best","1702.22","10.01","0.59"
15,"Jumbo","503.87","2.97","0.59"
3,"Fort West","2625.54","15.40","0.59"
17,"Carrington","3161.92","18.29","0.58"
6,"Red Spade","832.43","4.79","0.58"
13,"Red Wing","3904.62","22.62","0.58"
15,"Colossal","586.01","3.37","0.58"
23,"Ebony","1202.16","6.98","0.58"
15,"Imagine","2174.97","12.72","0.58"
15,"Dollar","290.58","1.69","0.58"
16,"Cutting Edge","811.55","4.70","0.58"
16,"Booker","1497.08","8.57","0.57"
1,"Ebony","1618.70","9.17","0.57"
19,"Just Right","1216.81","6.98","0.57"
23,"Excel","135.79","0.77","0.57"
7,"High Quality","2702.04","15.33","0.57"
10,"Better","720.47","4.10","0.57"
17,"Monarch","554.15","3.18","0.57"
15,"Shady Lake","470.99","2.67","0.57"
1,"Imagine","1224.90","6.93","0.57"
8,"Choice","330.91","1.90","0.57"
19,"Gorilla","959.80","5.38","0.56"
11,"Portsmouth","981.49","5.49","0.56"
1,"Booker","644.37","3.58","0.56"
24,"Queen","159.53","0.89","0.56"
3,"Best Choice","2472.55","13.74","0.56"
7,"Sunset","2251.99","12.61","0.56"
12,"CDR","1484.24","8.38","0.56"
24,"National","331.17","1.86","0.56"
17,"Modell","979.60","5.43","0.55"
11,"Tell Tale","3500.63","19.20","0.55"
3,"Cormorant","2171.97","12.02","0.55"
17,"Jardon","283.00","1.54","0.54"
8,"Cormorant","1840.71","9.87","0.54"
13,"Jeffers","422.36","2.29","0.54"
19,"CDR","1504.59","8.11","0.54"
13,"Queen","165.76","0.89","0.54"
11,"Booker","1279.64","6.87","0.54"
7,"Cutting Edge","773.15","4.10","0.53"
13,"Bird Call","1762.02","9.41","0.53"
19,"Carlson","1390.38","7.33","0.53"
10,"American","585.39","3.10","0.53"
10,"Fast","1368.66","7.26","0.53"
24,"Best Choice","2546.13","13.48","0.53"
4,"Carlson","763.86","4.08","0.53"
6,"Colossal","350.59","1.87","0.53"
19,"Bird Call","811.00","4.26","0.53"
13,"Urban","596.28","3.10","0.52"
15,"Steady","1308.37","6.75","0.52"
13,"Excellent","1270.39","6.60","0.52"
7,"Red Spade","1224.55","6.38","0.52"
11,"Gauss","472.29","2.44","0.52"
7,"Just Right","1501.74","7.83","0.52"
21,"Discover","312.71","1.61","0.51"
1,"Lake","478.85","2.46","0.51"
3,"Discover","316.01","1.61","0.51"
9,"High Top","795.14","4.02","0.51"
17,"Faux Products","1716.79","8.67","0.51"
15,"Moms","1042.96","5.28","0.51"
13,"Moms","1535.67","7.61","0.50"
24,"Blue Medal","427.28","2.13","0.50"
10,"Carlson","771.77","3.89","0.50"
11,"Bird Call","1217.59","6.07","0.50"
9,"PigTail","321.57","1.62","0.50"
23,"Washington","434.01","2.19","0.50"
10,"Steady","563.50","2.83","0.50"
7,"Skinner","739.22","3.67","0.50"
24,"Choice","365.32","1.84","0.50"
20,"Horatio","560.79","2.82","0.50"
7,"Bird Call","1307.98","6.59","0.50"
12,"Super","1614.24","8.15","0.50"
4,"Fort West","1184.98","5.92","0.50"
16,"Discover","349.01","1.76","0.50"
9,"Tri-State","819.96","4.03","0.49"
9,"Imagine","583.27","2.83","0.49"
6,"Plato","1674.37","8.20","0.49"
24,"Musial","571.05","2.81","0.49"
11,"Jumbo","308.69","1.50","0.49"
6,"Club","1227.58","6.07","0.49"
7,"Denny","2473.88","12.08","0.49"
21,"Urban","263.65","1.30","0.49"
7,"Ebony","2990.77","14.54","0.49"
10,"High Quality","1198.36","5.75","0.48"
13,"Great","1300.25","6.25","0.48"
19,"Faux Products","947.92","4.51","0.48"
3,"Just Right","1540.01","7.44","0.48"
1,"Plato","887.57","4.22","0.48"
17,"Thresher","850.69","4.07","0.48"
6,"Hilltop","1532.34","7.39","0.48"
9,"Golden","592.36","2.76","0.47"
10,"Fantastic","319.42","1.50","0.47"
4,"Washington","243.39","1.15","0.47"
21,"Top Measure","342.71","1.62","0.47"
3,"Jumbo","299.95","1.42","0.47"
24,"Cutting Edge","983.01","4.61","0.47"
9,"Sunset","518.03","2.44","0.47"
7,"Plato","1919.66","9.09","0.47"
16,"Gulf Coast","674.22","3.18","0.47"
17,"Jumbo","468.52","2.17","0.46"
1,"PigTail","810.19","3.70","0.46"
13,"Colony","888.00","4.11","0.46"
17,"Moms","1482.16","6.81","0.46"
15,"Top Measure","416.50","1.91","0.46"
1,"Cormorant","1217.84","5.66","0.46"
11,"Best Choice","3058.24","14.05","0.46"
7,"American","1069.12","4.95","0.46"
1,"Tell Tale","1429.42","6.47","0.45"
13,"Club","2346.81","10.63","0.45"
17,"Medalist","754.93","3.38","0.45"
3,"Bird Call","1279.48","5.74","0.45"
11,"Colony","658.31","2.96","0.45"
21,"Excellent","628.36","2.85","0.45"
11,"Urban","394.62","1.79","0.45"
7,"Better","1175.34","5.30","0.45"
3,"Steady","962.61","4.34","0.45"
10,"Shady Lake","154.62","0.70","0.45"
9,"Fantastic","152.89","0.69","0.45"
9,"Club","333.43","1.48","0.44"
6,"Just Right","1423.93","6.31","0.44"
13,"Discover","597.71","2.61","0.44"
11,"Modell","646.11","2.83","0.44"
19,"Good","492.18","2.18","0.44"
6,"Tri-State","2643.69","11.61","0.44"
15,"American","1013.99","4.43","0.44"
23,"Skinner","280.91","1.24","0.44"
1,"Even Better","660.56","2.88","0.44"
24,"Good","554.04","2.37","0.43"
1,"Modell","387.35","1.65","0.43"
20,"Best Choice","563.34","2.44","0.43"
9,"Washington","192.37","0.83","0.43"
10,"Faux Products","636.58","2.76","0.43"
20,"Fort West","457.67","1.93","0.42"
21,"Hilltop","1148.45","4.85","0.42"
13,"American","1729.32","7.34","0.42"
20,"Fantastic","163.82","0.69","0.42"
21,"Club","891.14","3.76","0.42"
11,"Pearl","465.19","1.92","0.41"
10,"Best Choice","1411.94","5.78","0.41"
21,"Imagine","1584.48","6.48","0.41"
16,"American","983.70","4.06","0.41"
24,"Even Better","1486.96","5.97","0.40"
3,"Booker","1321.14","5.30","0.40"
1,"High Quality","1118.90","4.48","0.40"
24,"Thresher","738.50","2.92","0.40"
13,"National","544.14","2.19","0.40"
4,"Just Right","640.19","2.53","0.40"
16,"Giant","331.29","1.33","0.40"
4,"Golden","906.34","3.61","0.40"
10,"Red Spade","461.98","1.86","0.40"
10,"Cormorant","1120.09","4.32","0.39"
12,"Modell","530.97","2.07","0.39"
16,"Gauss","409.87","1.61","0.39"
7,"High Top","2838.95","11.11","0.39"
24,"Colony","561.54","2.18","0.39"
11,"Tri-State","3062.85","11.79","0.38"
16,"Super","2220.34","8.54","0.38"
18,"Hermanos","581.11","2.18","0.38"
20,"Lake","170.20","0.64","0.38"
1,"Just Right","687.79","2.64","0.38"
1,"Pearl","240.97","0.91","0.38"
24,"Moms","947.81","3.51","0.37"
12,"American","718.50","2.65","0.37"
11,"Gulf Coast","788.93","2.94","0.37"
15,"Tip Top","214.14","0.79","0.37"
19,"Atomic","335.22","1.25","0.37"
3,"Colossal","395.00","1.46","0.37"
21,"Red Spade","652.39","2.33","0.36"
23,"Bird Call","486.18","1.74","0.36"
6,"Bird Call","1054.55","3.76","0.36"
11,"Great","926.49","3.36","0.36"
23,"High Quality","1160.24","4.13","0.36"
15,"Super","2177.39","7.52","0.35"
10,"Top Measure","202.28","0.70","0.35"
8,"Sphinx","521.59","1.83","0.35"
19,"Fabulous","713.88","2.51","0.35"
4,"Best Choice","1264.87","4.43","0.35"
23,"Best Choice","988.89","3.45","0.35"
24,"Monarch","508.92","1.80","0.35"
24,"American","1036.15","3.62","0.35"
3,"Landslide","1620.35","5.73","0.35"
15,"Sunset","2214.17","7.57","0.34"
7,"Landslide","1697.38","5.73","0.34"
21,"Better","969.72","3.34","0.34"
10,"Plato","1058.62","3.57","0.34"
1,"Walrus","255.14","0.83","0.33"
19,"Top Measure","350.69","1.14","0.33"
6,"Gorilla","1389.52","4.64","0.33"
19,"American","839.74","2.73","0.33"
19,"Great","730.95","2.41","0.33"
6,"Jardon","162.96","0.54","0.33"
10,"Pleasant","841.99","2.82","0.33"
4,"PigTail","911.08","2.95","0.32"
6,"Musial","578.80","1.87","0.32"
8,"Pleasant","1177.56","3.74","0.32"
13,"Denny","3623.35","11.67","0.32"
7,"Thresher","558.49","1.81","0.32"
4,"Gorilla","692.78","2.18","0.31"
12,"Bravo","1548.26","4.85","0.31"
7,"Portsmouth","695.09","2.16","0.31"
23,"Booker","546.51","1.72","0.31"
6,"Pearl","289.75","0.91","0.31"
16,"Good","586.36","1.73","0.30"
10,"Cutting Edge","472.65","1.44","0.30"
17,"Dollar","568.24","1.72","0.30"
10,"PigTail","929.92","2.79","0.30"
6,"Top Measure","380.98","1.14","0.30"
11,"Token","534.40","1.61","0.30"
8,"Atomic","300.76","0.90","0.30"
4,"Lake","554.32","1.68","0.30"
20,"BBB Best","378.74","1.10","0.29"
4,"Nationeel","1316.67","3.77","0.29"
7,"Colony","654.22","1.87","0.29"
7,"Walrus","559.50","1.61","0.29"
3,"National","315.68","0.93","0.29"
21,"Pearl","391.96","1.14","0.29"
19,"Pleasant","1283.02","3.78","0.29"
7,"Great","850.71","2.41","0.28"
15,"Monarch","498.82","1.38","0.28"
15,"Consolidated","1283.50","3.55","0.28"
19,"Moms","788.90","2.23","0.28"
11,"Washington","593.90","1.66","0.28"
11,"Thresher","667.40","1.87","0.28"
10,"Bravo","984.71","2.68","0.27"
13,"Token","685.58","1.88","0.27"
4,"Atomic","245.11","0.66","0.27"
13,"Golden","3143.44","8.50","0.27"
15,"Red Spade","1049.47","2.83","0.27"
15,"Just Right","1482.34","4.05","0.27"
1,"Denny","1386.05","3.70","0.27"
23,"CDR","837.61","2.29","0.27"
6,"Discover","329.71","0.88","0.27"
19,"Thresher","596.47","1.58","0.26"
13,"Booker","2056.84","5.33","0.26"
11,"Red Spade","1038.35","2.58","0.25"
3,"Sphinx","593.06","1.46","0.25"
16,"Thresher","637.42","1.58","0.25"
19,"Washington","481.78","1.15","0.24"
17,"Johnson","252.35","0.60","0.24"
10,"Good","342.89","0.83","0.24"
9,"Fabulous","272.52","0.65","0.24"
8,"Cutting Edge","642.27","1.55","0.24"
8,"Dollar","368.74","0.86","0.23"
21,"Blue Label","1251.10","2.86","0.23"
23,"Fantastic","272.61","0.63","0.23"
23,"Cutting Edge","448.49","0.97","0.22"
1,"Best Choice","1651.48","3.62","0.22"
3,"Atomic","580.49","1.25","0.22"
24,"Token","598.48","1.29","0.22"
11,"Sphinx","496.71","1.06","0.21"
10,"Big Time","1310.61","2.72","0.21"
1,"Sunset","1078.83","2.26","0.21"
20,"Carrington","439.07","0.92","0.21"
10,"Hilltop","746.69","1.49","0.20"
4,"Sphinx","271.18","0.53","0.20"
6,"Carrington","2009.67","4.03","0.20"
23,"Better","571.36","1.15","0.20"
23,"Super","826.96","1.60","0.19"
16,"Top Measure","420.24","0.81","0.19"
15,"Musial","490.34","0.89","0.18"
17,"Better","1915.23","3.36","0.18"
24,"Consolidated","1052.03","1.83","0.17"
13,"Choice","531.73","0.89","0.17"
12,"Atomic","411.85","0.66","0.16"
7,"Excellent","875.79","1.31","0.15"
15,"Fabulous","929.79","1.35","0.15"
21,"Modell","370.62","0.51","0.14"
21,"Token","403.50","0.55","0.14"
20,"Cormorant","520.11","0.62","0.12"
18,"Super","428.46","0.53","0.12"
6,"Lake","846.50","0.93","0.11"
4,"Bravo","803.25","0.87","0.11"
15,"Great","902.50","0.93","0.10"
12,"Cutting Edge","755.11","0.72","0.10"
3,"Blue Label","1478.23","1.55","0.10"
11,"Fantastic","625.62","0.63","0.10"
21,"BBB Best","1235.94","1.12","0.09"
24,"Hilltop","1633.83","1.49","0.09"
12,"Denny","1961.48","0.55","0.03"
